h

h
<CR>Bad command!

/> 
h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
10 41 48 373 17006 
10 42 3 373 17006 
10 42 18 373 17006 
10 42 33 373 17006 
10 42 48 373 17006 
10 43 3 373 17006 
10 43 18 373 17006 
10 43 33 373 17006 
10 43 48 373 17006 
10 44 3 373 17006 
10 44 18 373 17006 
10 44 33 373 17006 
10 44 48 373 17006 
10 45 3 373 17006 
10 45 18 373 17006 
10 45 33 373 17006 
10 45 48 373 17006 
10 46 3 373 17006 
10 46 18 373 17006 
10 46 33 373 17006 
10 46 48 373 17006 
10 47 3 373 17006 
10 47 18 373 17006 
10 47 33 373 17006 
10 47 48 373 17006 
10 48 3 373 17006 
10 48 18 374 17006 
10 48 33 373 17006 
10 48 48 373 17006 
10 49 3 373 17006 
10 49 18 373 17006 
10 49 33 373 17006 
10 49 48 373 17006 
10 50 3 373 17006 
10 50 18 373 17006 
10 50 33 373 17006 
10 50 48 372 17006 
10 51 3 373 17006 
10 51 18 373 17006 
10 51 33 373 17006 
10 51 48 373 17006 
10 52 3 373 17006 
10 52 18 373 17006 
10 52 33 373 17006 
10 52 48 373 17006 
10 53 3 373 17006 
10 53 18 374 17006 
10 53 33 373 17006 
10 53 48 373 17006 
10 54 3 373 17006 
10 54 18 373 17006 
10 54 33 373 17006 
10 54 48 373 17006 
10 55 3 373 17006 
10 55 18 373 17006 
10 55 33 373 17006 
10 55 48 373 17006 
10 56 3 373 17006 
10 56 37 373 17006 
10 56 52 373 17006 
10 57 7 373 17006 
10 57 22 372 17006 
10 57 37 373 17006 
10 57 52 373 17006 
10 58 7 373 17006 
10 58 22 374 17006 
10 58 37 373 17006 
10 58 52 373 17006 
10 59 7 373 17006 
10 59 22 373 17006 
10 59 37 373 17006 
10 59 52 373 17006 
11 0 7 373 17006 
11 0 22 373 17006 
11 0 37 373 17006 
11 0 52 373 17006 
11 1 7 373 17006 
11 1 22 373 17006 
11 1 37 373 17006 
11 1 52 373 17006 
11 2 7 373 17006 
11 2 22 373 17006 
11 2 37 373 17006 
11 2 52 373 17006 
11 3 7 373 17006 
11 3 22 373 17006 
11 3 37 373 17006 
11 3 52 373 17006 
11 4 7 373 17006 
11 4 22 373 17006 
11 4 37 373 17006 
11 4 52 373 17006 
11 5 7 373 17006 
11 5 22 373 17006 
11 5 37 373 17006 
11 5 52 373 17006 
11 6 7 373 17006 
11 6 22 373 17006 
11 6 37 373 17006 
11 6 52 373 17006 
11 7 7 373 17006 
11 7 22 373 17006 
11 7 37 373 17006 
11 7 52 373 17006 
11 8 7 373 17006 
