h

h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
12 2 50 13 8958 
12 5 22 13 8958 
12 5 36 12 8958 
12 5 52 13 8958 
12 6 6 12 8958 
12 6 22 13 8958 
12 6 36 12 8958 
12 6 52 13 8958 
12 7 6 12 8958 
12 7 22 13 8958 
12 7 36 12 8958 
12 7 52 13 8958 
12 8 6 12 8958 
12 8 22 13 8958 
12 8 36 12 8958 
12 8 52 13 8958 
12 9 6 12 8958 
12 9 22 13 8958 
12 9 36 12 8958 
12 9 52 13 8958 
12 10 6 12 8958 
12 10 22 13 8958 
12 10 36 12 8958 
12 10 52 13 8958 
12 11 6 12 8958 
12 11 22 13 8958 
12 11 36 12 8958 
12 11 52 13 8958 
12 12 6 12 8958 
12 12 22 13 8897 
12 12 36 12 8958 
12 12 52 13 8958 
12 13 6 12 8897 
12 13 22 13 8958 
12 13 36 12 8958 
12 13 52 13 8897 
12 14 6 12 8958 
12 14 22 13 8958 
12 14 36 12 8958 
12 14 52 13 8958 
12 15 6 12 8958 
12 15 22 13 8958 
12 15 36 12 8958 
12 15 52 13 8958 
12 16 6 12 8958 
12 16 22 13 8958 
12 16 36 12 8958 
12 16 52 13 8958 
12 17 6 12 8958 
12 17 22 13 8897 
12 17 36 12 8958 
12 17 52 13 8958 
12 18 6 12 8958 
12 18 22 13 8958 
12 18 36 12 8958 
12 18 52 13 8958 
12 19 6 12 8958 
12 19 22 13 8958 
12 19 36 12 8958 
12 19 52 13 8958 
12 22 22 13 8958 
12 22 36 12 8958 
12 22 52 13 8958 
12 23 6 12 8958 
12 23 22 13 8958 
12 23 36 12 8958 
12 23 52 13 8958 
12 24 6 12 8958 
12 24 22 13 8958 
12 24 36 12 8958 
12 24 52 13 8897 
12 25 6 12 8958 
12 25 22 13 8958 
12 25 36 12 8897 
12 25 52 13 8958 
12 26 6 12 8958 
12 26 22 13 8897 
12 26 36 12 8897 
12 26 52 13 8958 
12 27 6 12 8958 
12 27 22 13 8958 
12 27 36 12 8958 
12 27 52 13 8897 
12 28 6 12 8958 
12 28 22 13 8958 
12 28 36 12 8958 
12 28 52 13 8958 
12 29 6 12 8958 
12 29 22 13 8958 
