h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
12 7 29 13 8993 
12 7 43 12 8993 
12 7 59 13 8993 
12 8 13 12 8993 
12 8 29 13 8993 
12 8 43 12 8993 
12 8 59 13 8993 
12 9 13 12 8993 
12 9 29 13 8993 
12 9 43 12 8993 
12 9 59 13 8993 
12 10 13 12 8993 
12 10 29 13 8993 
12 10 43 12 8993 
12 10 59 13 8993 
12 11 13 12 8993 
12 11 29 13 8993 
12 11 43 12 8993 
12 11 59 13 8993 
12 12 13 12 8993 
12 12 29 13 8993 
12 12 43 12 8993 
12 12 59 13 8993 
12 13 13 12 8932 
12 13 29 13 8993 
12 13 43 12 8993 
12 13 59 13 8932 
12 14 13 12 8932 
12 14 29 13 8993 
12 14 43 12 8932 
12 14 59 13 8993 
12 15 13 12 8993 
12 15 29 13 8993 
12 15 43 12 8993 
12 15 59 13 8993 
12 16 13 12 8993 
12 16 29 13 8993 
12 16 43 12 8993 
12 16 59 13 8993 
12 17 13 12 8993 
12 17 29 13 8993 
12 17 43 12 8993 
12 17 59 13 8993 
12 18 13 12 8932 
12 18 29 13 8993 
12 18 43 12 8993 
12 18 59 13 8993 
12 19 13 12 8993 
12 19 29 13 8993 
12 19 43 12 8993 
12 19 59 13 8993 
12 20 13 12 8993 
12 20 29 13 8993 
12 20 43 12 8993 
12 20 59 13 8993 
12 23 29 13 8993 
12 23 43 12 8993 
12 23 59 13 8932 
12 24 13 12 8993 
12 24 29 13 8932 
12 24 43 12 8993 
12 24 59 13 8993 
12 25 13 12 8993 
12 25 29 13 8993 
12 25 43 12 8993 
12 25 59 13 8932 
12 26 13 12 8993 
12 26 29 13 8993 
12 26 43 12 8932 
12 26 59 13 8993 
12 27 13 12 8932 
12 27 29 13 8932 
12 27 43 12 8993 
12 27 59 13 8993 
12 28 13 12 8993 
12 28 29 13 8993 
12 28 43 12 8932 
12 28 59 13 8932 
12 29 13 12 8993 
12 29 29 13 8993 
12 29 43 12 8993 
12 29 59 13 8993 
12 30 13 12 8993 
12 30 29 13 8993 
12 30 43 12 8993 
12 30 59 13 8993 
12 31 13 12 8932 
12 31 29 13 8993 
12 31 43 12 8932 
12 31 59 13 8993 
12 32 13 12 8932 
12 32 29 13 8993 
12 32 43 12 8993 
12 32 59 13 8993 
12 33 13 12 8993 
12 33 29 13 8993 
12 33 43 12 8993 
12 33 59 13 8993 
12 34 13 12 8993 
12 34 29 13 8993 
12 34 43 12 8993 
12 34 59 13 8993 
12 35 13 12 8932 
12 35 29 13 8993 
12 35 43 12 8993 
12 35 59 13 8993 
12 36 13 12 8993 
12 36 29 13 8993 
12 36 43 12 8993 
12 36 59 13 8993 
12 37 13 12 8932 
12 37 29 13 8993 
12 37 43 12 8993 
12 37 59 13 8993 
12 40 29 13 8993 
12 40 43 12 8993 
12 40 59 13 8993 
12 41 13 12 8993 
12 41 29 13 8993 
12 41 43 12 8993 
12 41 59 13 8932 
12 42 13 12 8993 
12 42 29 13 8932 
12 42 43 12 8993 
12 42 59 13 8932 
12 43 13 12 8993 
12 43 29 13 8993 
12 43 43 12 8932 
12 43 59 13 8993 
12 44 13 12 8993 
12 44 29 13 8993 
12 44 43 12 8993 
12 44 59 13 8993 
12 45 13 12 8932 
12 45 29 13 8932 
12 45 43 12 8993 
12 45 59 13 8993 
12 46 13 12 8993 
12 46 29 13 8993 
12 46 43 12 8993 
